"company","_freq","uname"
"Telecom Italia Lab",131,"TELECOM ITALIA LAB"
"Aftenposten",131,"AFTENPOSTEN"
"Perceptive Informati",131,"PERCEPTIVE INFORMATI"
"ATK",131,"ATK"
"Altana Pharma",131,"ALTANA PHARMA"
"Kaiser Associates",132,"KAISER ASSOCIATES"
"AudioCodes",132,"AUDIOCODES"
"Federated Investors",132,"FEDERATED INVESTORS"
"News Limited",132,"NEWS LIMITED"
"TAS",132,"TAS"
"Standard Pacific Hom",132,"STANDARD PACIFIC HOM"
"BTG",132,"BTG"
"Coldwell Banker Bain",132,"COLDWELL BANKER BAIN"
"Caterpillar Financia",132,"CATERPILLAR FINANCIA"
"ITI",132,"ITI"
"Pepsi Cola",132,"PEPSI COLA"
"novell",132,"NOVELL"
"General Electric (GE",132,"GENERAL ELECTRIC GE"
"Kelley Blue Book",132,"KELLEY BLUE BOOK"
"EBS",132,"EBS"
"Edgewater Technology",132,"EDGEWATER TECHNOLOGY"
"Mahi Networks",132,"MAHI NETWORKS"
"TDC Switzerland AG",132,"TDC SWITZERLAND AG"
"ESC",132,"ESC"
"State of Texas",132,"STATE OF TEXAS"
"Community College of",132,"COMMUNITY COLLEGE OF"
"DCA",132,"DCA"
"McNeil Consumer Heal",132,"MCNEIL CONSUMER HEAL"
"Cornerstone",132,"CORNERSTONE"
"insurance",132,"INSURANCE"
"MDS Sciex",132,"MDS SCIEX"
"Taco Bell",132,"TACO BELL"
"Absa Bank",132,"ABSA BANK"
"Thoughtworks",132,"THOUGHTWORKS"
"Etisalat",132,"ETISALAT"
"Apex Systems Inc.",132,"APEX SYSTEMS INC"
"Saint-Gobain Abrasiv",132,"SAINT GOBAIN ABRASIV"
"Classmates.com",132,"CLASSMATES"
"CCE",132,"CCE"
"Comarch SA",132,"COMARCH SA"
"Bio-Rad",132,"BIO RAD"
"MEI",132,"MEI"
"Adobe Systems, Inc",132,"ADOBE SYSTEMS INC"
"Mary Kay Inc.",132,"MARY KAY INC"
"Moneris Solutions",132,"MONERIS SOLUTIONS"
"Telecom Italia S.p.A",132,"TELECOM ITALIA SPA"
"Siemens Com",132,"SIEMENS COM"
"Major League Basebal",132,"MAJOR LEAGUE BASEBAL"
"IPC Information Syst",132,"IPC INFORMATION SYST"
"PTSI",132,"PTSI"
"IDX",132,"IDX"
"Talbots",132,"TALBOTS"
"Anderson Consulting",132,"ANDERSON CONSULTING"
"Model N",132,"MODEL N"
"Cummins Inc",132,"CUMMINS INC"
"Computer Associates,",132,"COMPUTER ASSOCIATES"
"TWC",132,"TWC"
"De Beers",132,"DE BEERS"
"Gartner Inc.",133,"GARTNER INC"
"Meta4",133,"META4"
"Iveco",133,"IVECO"
"IONA",133,"IONA"
"FIS",133,"FIS"
"Banca IMI",133,"BANCA IMI"
"Comerica",133,"COMERICA"
"Partner",133,"PARTNER"
"Mittal Steel",133,"MITTAL STEEL"
"DIAGEO",133,"DIAGEO"
"Avid Technology, Inc",133,"AVID TECHNOLOGY INC"
"Epicor Software Corp",133,"EPICOR SOFTWARE CORP"
"Zentropy Partners",133,"ZENTROPY PARTNERS"
"SAP Labs, LLC",133,"SAP LABS LLC"
"BusinessObjects",133,"BUSINESSOBJECTS"
"National Computer Sy",133,"NATIONAL COMPUTER SY"
"valeo",133,"VALEO"
"prudential",133,"PRUDENTIAL"
"Electronic Evidence",133,"ELECTRONIC EVIDENCE"
"FTP Software",133,"FTP SOFTWARE"
"Endemol",133,"ENDEMOL"
"3Com Corp",133,"3COM CORP"
"NaviSite",133,"NAVISITE"
"Starz Entertainment",133,"STARZ ENTERTAINMENT"
"American Museum of N",133,"AMERICAN MUSEUM OF N"
"Meijer",133,"MEIJER"
"BBH",133,"BBH"
"Itautec",133,"ITAUTEC"
"US Trust",133,"US TRUST"
"webMethods, Inc.",133,"WEBMETHODS INC"
"Pictet & Cie",133,"PICTET & CIE"
"ZANTAZ",133,"ZANTAZ"
"WesternGeco",133,"WESTERNGECO"
"Atex",133,"ATEX"
"MarketTools",133,"MARKETTOOLS"
"SWsoft",133,"SWSOFT"
"DCS",133,"DCS"
"Alliant Energy",133,"ALLIANT ENERGY"
"Innovation Norway",133,"INNOVATION NORWAY"
"Apple Computer Inc",133,"APPLE COMPUTER INC"
"Atosorigin",133,"ATOSORIGIN"
"TravelCLICK",133,"TRAVELCLICK"
"Misys Banking System",133,"MISYS BANKING SYSTEM"
"Baker Tilly",133,"BAKER TILLY"
"convergys",133,"CONVERGYS"
"Columbia College Chi",133,"COLUMBIA COLLEGE CHI"
"Orange PCS Ltd",133,"ORANGE PCS LTD"
"Hummingbird Ltd.",133,"HUMMINGBIRD LTD"
"Microsoft Ltd",133,"MICROSOFT LTD"
"Yandex",133,"YANDEX"
"Bayer Diagnostics",133,"BAYER DIAGNOSTICS"
"First Union National",133,"FIRST UNION NATIONAL"
"ValueClick",133,"VALUECLICK"
"Teradyne, Inc",133,"TERADYNE INC"
"FactSet",133,"FACTSET"
"Remax",133,"REMAX"
"Vantive",133,"VANTIVE"
"MIVA",133,"MIVA"
"Troux Technologies",133,"TROUX TECHNOLOGIES"
"Office of the Attorn",133,"OFFICE OF THE ATTORN"
"Dow",133,"DOW"
"ADS",133,"ADS"
"Fidelity Investment",133,"FIDELITY INVESTMENT"
"Inductis",133,"INDUCTIS"
"Cooper Industries",133,"COOPER INDUSTRIES"
"M&C Saatchi",133,"M&C SAATCHI"
"Sky",133,"SKY"
"Manning Selvage & Le",133,"MANNING SELVAGE & LE"
"Fitch",133,"FITCH"
"Marshall Field's",133,"MARSHALL FIELD'S"
"SDC",133,"SDC"
"The Gap",133,"THE GAP"
"IAC",133,"IAC"
"deloitte consulting",133,"DELOITTE CONSULTING"
"Nomura Securities",133,"NOMURA SECURITIES"
"TD",133,"TD"
"WAVECOM",133,"WAVECOM"
"Finisar",134,"FINISAR"
"Siemens Ltda.",134,"SIEMENS LTDA"
"Banta",134,"BANTA"
"Oracle EMEA",134,"ORACLE EMEA"
"Jewish Federation of",134,"JEWISH FEDERATION OF"
"William Morris Agenc",134,"WILLIAM MORRIS AGENC"
"Spring",134,"SPRING"
"Rolls Royce",134,"ROLLS ROYCE"
"Optimus Solutions",134,"OPTIMUS SOLUTIONS"
"WSI Internet Consult",134,"WSI INTERNET CONSULT"
"Amdocs Inc",134,"AMDOCS INC"
"procter & gamble",134,"PROCTER & GAMBLE"
"Beckman Coulter, Inc",134,"BECKMAN COULTER INC"
"Mercer HR Services",134,"MERCER HR SERVICES"
"PageNet",134,"PAGENET"
"sas",134,"SAS"
"H&R Block Financial",134,"H&R BLOCK FINANCIAL"
"MRM Partners",134,"MRM PARTNERS"
"Kodiak Networks",134,"KODIAK NETWORKS"
"STS",134,"STS"
"Compuware Corp",134,"COMPUWARE CORP"
"TAC Worldwide",134,"TAC WORLDWIDE"
"University of Sheffi",134,"UNIVERSITY OF SHEFFI"
"Sephora",134,"SEPHORA"
"Onet.pl",134,"ONETPL"
"Integrated Marketing",134,"INTEGRATED MARKETING"
"Ryan Partnership",134,"RYAN PARTNERSHIP"
"3DO",134,"3DO"
"WellPoint, Inc.",134,"WELLPOINT INC"
"Penton Media",134,"PENTON MEDIA"
"Citigroup Corporate",134,"CITIGROUP CORPORATE"
"Cleveland Clinic",134,"CLEVELAND CLINIC"
"Grundfos Management",134,"GRUNDFOS MANAGEMENT"
"Maastricht Universit",134,"MAASTRICHT UNIVERSIT"
"Colonial Bank",134,"COLONIAL BANK"
"MDI",134,"MDI"
"Stonesoft",134,"STONESOFT"
"Mobil Oil",134,"MOBIL OIL"
"Johnson & Johnson Ph",134,"JOHNSON & JOHNSON PH"
"Corio",134,"CORIO"
"TI Automotive",134,"TI AUTOMOTIVE"
"Pepsico Internationa",134,"PEPSICO INTERNATIONA"
"SCA Packaging",134,"SCA PACKAGING"
"logica",134,"LOGICA"
"Police",134,"POLICE"
"ABN-AMRO",134,"ABN AMRO"
"W.W. Grainger",134,"WW GRAINGER"
"Delta Dental",134,"DELTA DENTAL"
"infoUSA",134,"INFOUSA"
"DBA Engenharia de Si",134,"DBA ENGENHARIA DE SI"
"PKO BP SA",134,"PKO BP SA"
"MacLaren McCann",134,"MACLAREN MCCANN"
"Red Herring",134,"RED HERRING"
"Wells Fargo Investme",134,"WELLS FARGO INVESTME"
"Nashuatec",134,"NASHUATEC"
"CitiMortgage",134,"CITIMORTGAGE"
"HEC",134,"HEC"
"Altria",134,"ALTRIA"
"7-Eleven, Inc.",134,"7 ELEVEN INC"
"Weber Shandwick Worl",135,"WEBER SHANDWICK WORL"
"Continental",135,"CONTINENTAL"
"Nederlandse Spoorweg",135,"NEDERLANDSE SPOORWEG"
"Australian National",135,"AUSTRALIAN NATIONAL"
"Toshiba America",135,"TOSHIBA AMERICA"
"Duracell",135,"DURACELL"
"PRICEWATERHOUSECOOPE",135,"PRICEWATERHOUSECOOPE"
"Charles River Associ",135,"CHARLES RIVER ASSOCI"
"US Interactive",135,"US INTERACTIVE"
"Webroot Software",135,"WEBROOT SOFTWARE"
"Codan",135,"CODAN"
"Planet Internet",135,"PLANET INTERNET"
"Mars LLC",135,"MARS LLC"
"Umicore",135,"UMICORE"
"Fairfax",135,"FAIRFAX"
"KPIT Cummins Infosys",135,"KPIT CUMMINS INFOSYS"
"First Advantage",135,"FIRST ADVANTAGE"
"University of Dayton",135,"UNIVERSITY OF DAYTON"
"Agfa Healthcare",135,"AGFA HEALTHCARE"
"Business Consulting",135,"BUSINESS CONSULTING"
"Panda Software",135,"PANDA SOFTWARE"
"Actel",135,"ACTEL"
"Northrup Grumman",135,"NORTHRUP GRUMMAN"
"Sharp",135,"SHARP"
"Catholic Healthcare",135,"CATHOLIC HEALTHCARE"
"Stefanini IT Solutio",135,"STEFANINI IT SOLUTIO"
"Detecon Internationa",135,"DETECON INTERNATIONA"
"Danisco A/S",135,"DANISCO AS"
"Statistics Canada",135,"STATISTICS CANADA"
"CTC Communications",135,"CTC COMMUNICATIONS"
"Kelly Services, Inc.",135,"KELLY SERVICES INC"
"Standard Bank of Sou",135,"STANDARD BANK OF SOU"
"Juniper Networks, In",135,"JUNIPER NETWORKS IN"
"Export Development C",135,"EXPORT DEVELOPMENT C"
"TNT Express Worldwid",135,"TNT EXPRESS WORLDWID"
"Stamps.com",135,"STAMPS"
"Katzenbach Partners",135,"KATZENBACH PARTNERS"
"Areva",135,"AREVA"
"ICON Clinical Resear",135,"ICON CLINICAL RESEAR"
"Nokia, Inc.",135,"NOKIA INC"
"AIT",135,"AIT"
"Scottish Widows",135,"SCOTTISH WIDOWS"
"Jackson National Lif",135,"JACKSON NATIONAL LIF"
"BBC World Service",135,"BBC WORLD SERVICE"
"MPI",135,"MPI"
"Datastream",135,"DATASTREAM"
"BASES",135,"BASES"
"Pro Staff",135,"PRO STAFF"
"Citifinancial",135,"CITIFINANCIAL"
"PDI/Dreamworks",135,"PDIDREAMWORKS"
"KZA",135,"KZA"
"EGL",135,"EGL"
"MarketSphere Consult",136,"MARKETSPHERE CONSULT"
"Nike Inc.",136,"NIKE INC"
"7-Eleven",136,"7 ELEVEN"
"Optus Communications",136,"OPTUS COMMUNICATIONS"
"Man Investments",136,"MAN INVESTMENTS"
"Radianz",136,"RADIANZ"
"JPM",136,"JPM"
"iSOFT",136,"ISOFT"
"Moody's",136,"MOODY'S"
"Glaxosmithkline",136,"GLAXOSMITHKLINE"
"Bank Hapoalim",136,"BANK HAPOALIM"
"Earth Tech",136,"EARTH TECH"
"LEO Pharma",136,"LEO PHARMA"
"Bookspan",136,"BOOKSPAN"
"DBA",136,"DBA"
"Office of the Govern",136,"OFFICE OF THE GOVERN"
"CN",136,"CN"
"Ropes & Gray LLP",136,"ROPES & GRAY LLP"
"Tescom",136,"TESCOM"
"Construction",136,"CONSTRUCTION"
"STI",136,"STI"
"TRX",136,"TRX"
"Ramb?ll",136,"RAMBLL"
"Alstom Power",136,"ALSTOM POWER"
"debitel",136,"DEBITEL"
"KMC Telecom",136,"KMC TELECOM"
"Rolls-Royce plc",136,"ROLLS ROYCE PLC"
"Glaxo SmithKline",136,"GLAXO SMITHKLINE"
"Finnair",136,"FINNAIR"
"LEGO Group",136,"LEGO GROUP"
"NetBank",136,"NETBANK"
"Booz Allen and Hamil",136,"BOOZ ALLEN AND HAMIL"
"US Technology",136,"US TECHNOLOGY"
"Atlantic Records",136,"ATLANTIC RECORDS"
"Clear Channel Outdoo",136,"CLEAR CHANNEL OUTDOO"
"Shell Brasil",136,"SHELL BRASIL"
"Peregrine",136,"PEREGRINE"
"Universal Computer S",136,"UNIVERSAL COMPUTER S"
"ZTE",136,"ZTE"
"Ericsson Ltd",136,"ERICSSON LTD"
"BCIT",136,"BCIT"
"Genex",137,"GENEX"
"Cardiff University",137,"CARDIFF UNIVERSITY"
"Interwise",137,"INTERWISE"
"Link Consulting",137,"LINK CONSULTING"
"PepsiAmericas",137,"PEPSIAMERICAS"
"Synaptics",137,"SYNAPTICS"
"StarHub Ltd",137,"STARHUB LTD"
"Simmons College",137,"SIMMONS COLLEGE"
"Glaxo Wellcome",137,"GLAXO WELLCOME"
"Egenera",137,"EGENERA"
"Delphi Automotive",137,"DELPHI AUTOMOTIVE"
"NASDAQ",137,"NASDAQ"
"Library of Congress",137,"LIBRARY OF CONGRESS"
"JPMorgan Securities",137,"JPMORGAN SECURITIES"
"Nagravision",137,"NAGRAVISION"
"2Wire",137,"2WIRE"
"Sybase, Inc",137,"SYBASE INC"
"Movistar",137,"MOVISTAR"
"see above",137,"SEE ABOVE"
"Xerox PARC",137,"XEROX PARC"
"MEDITECH",137,"MEDITECH"
"Mobius Management Sy",137,"MOBIUS MANAGEMENT SY"
"TDS Telecom",137,"TDS TELECOM"
"Versata",137,"VERSATA"
"Showtime Networks",137,"SHOWTIME NETWORKS"
"Raytheon Missile Sys",137,"RAYTHEON MISSILE SYS"
"Bridgewater Systems",137,"BRIDGEWATER SYSTEMS"
"Sepracor",137,"SEPRACOR"
"IBM Rational Softwar",137,"IBM RATIONAL SOFTWAR"
"Prentice Hall",137,"PRENTICE HALL"
"PetSmart",137,"PETSMART"
"Musicland",137,"MUSICLAND"
"marconi",137,"MARCONI"
"DELPHI",137,"DELPHI"
"Buena Vista Home Ent",137,"BUENA VISTA HOME ENT"
"Lam Research Corpora",137,"LAM RESEARCH CORPORA"
"Telerate",137,"TELERATE"
"The Seattle Times",137,"THE SEATTLE TIMES"
"LUXOFT",137,"LUXOFT"
"Unilever Bestfoods",137,"UNILEVER BESTFOODS"
"The Motley Fool",137,"THE MOTLEY FOOL"
"Yahoo, Inc.",137,"YAHOO INC"
"Advisory Board Compa",137,"ADVISORY BOARD COMPA"
"renault",137,"RENAULT"
"SMU",137,"SMU"
"Siemens S.A.",137,"SIEMENS SA"
"Proxim",137,"PROXIM"
"palmOne",137,"PALMONE"
"Maxim Healthcare Ser",137,"MAXIM HEALTHCARE SER"
"Free Lance",137,"FREE LANCE"
"ING Insurance",137,"ING INSURANCE"
"Molnlycke Health Car",138,"MOLNLYCKE HEALTH CAR"
"Swisscom Mobile AG",138,"SWISSCOM MOBILE AG"
"PNC Financial Servic",138,"PNC FINANCIAL SERVIC"
"MAXIMUS",138,"MAXIMUS"
"BORN",138,"BORN"
"Carrier",138,"CARRIER"
"Burroughs Corporatio",138,"BURROUGHS CORPORATIO"
"Honeywell Informatio",138,"HONEYWELL INFORMATIO"
"Titan",138,"TITAN"
"Oracle Deutschland G",138,"ORACLE DEUTSCHLAND G"
"Meridias Capital",138,"MERIDIAS CAPITAL"
"COFRAMI",138,"COFRAMI"
"sybase",138,"SYBASE"
"SunTrust Banks, Inc.",138,"SUNTRUST BANKS INC"
"NYU Medical Center",138,"NYU MEDICAL CENTER"
"NBA",138,"NBA"
"The Structure Group",138,"THE STRUCTURE GROUP"
"University of Northe",138,"UNIVERSITY OF NORTHE"
"Montefiore Medical C",138,"MONTEFIORE MEDICAL C"
"NetCom",138,"NETCOM"
"Flight Centre",138,"FLIGHT CENTRE"
"Fenwick & West LLP",138,"FENWICK & WEST LLP"
"College",138,"COLLEGE"
"Eschelon Telecom",138,"ESCHELON TELECOM"
"Transportation Secur",138,"TRANSPORTATION SECUR"
"Australian Broadcast",138,"AUSTRALIAN BROADCAST"
"Metso Automation",138,"METSO AUTOMATION"
"axa",138,"AXA"
"Bharti Airtel Limite",138,"BHARTI AIRTEL LIMITE"
"Bank Pekao SA",138,"BANK PEKAO SA"
"Priceline.com",138,"PRICELINE"
"Indian Oil Corporati",138,"INDIAN OIL CORPORATI"
"Enterprise Digital A",138,"ENTERPRISE DIGITAL A"
"Texas State Universi",138,"TEXAS STATE UNIVERSI"
"Openwave Systems, In",138,"OPENWAVE SYSTEMS IN"
"Network Appliance In",138,"NETWORK APPLIANCE IN"
"State of Ohio",138,"STATE OF OHIO"
"Bank Austria Credita",138,"BANK AUSTRIA CREDITA"
"International Master",138,"INTERNATIONAL MASTER"
"Nestle Waters North",138,"NESTLE WATERS NORTH"
"Maple Leaf Foods",138,"MAPLE LEAF FOODS"
"Loyens & Loeff",138,"LOYENS & LOEFF"
"RATP",138,"RATP"
"UCI",138,"UCI"
"Pilot Software",138,"PILOT SOFTWARE"
"Landis",138,"LANDIS"
"E*Trade",138,"ETRADE"
"Ministry of Defense",138,"MINISTRY OF DEFENSE"
"SAP Americas",138,"SAP AMERICAS"
"T Mobile",138,"T MOBILE"
"Elektrobit",138,"ELEKTROBIT"
"MSC Software",138,"MSC SOFTWARE"
"Hewlett-Packard Co",139,"HEWLETT PACKARD CO"
"Bite Communications",139,"BITE COMMUNICATIONS"
"The Parthenon Group",139,"THE PARTHENON GROUP"
"LTX",139,"LTX"
"Azul Systems",139,"AZUL SYSTEMS"
"Initiative Media",139,"INITIATIVE MEDIA"
"Acuson",139,"ACUSON"
"Kroll Ontrack",139,"KROLL ONTRACK"
"Oce Technologies",139,"OCE TECHNOLOGIES"
"Avis",139,"AVIS"
"Danmarks Nationalban",139,"DANMARKS NATIONALBAN"
"Accounting Principal",139,"ACCOUNTING PRINCIPAL"
"Dade Behring",139,"DADE BEHRING"
"Airborne Express",139,"AIRBORNE EXPRESS"
"LeBoeuf, Lamb, Green",139,"LEBOEUF LAMB GREEN"
"CEO",139,"CEO"
"BELGACOM",139,"BELGACOM"
"Computer Horizons",139,"COMPUTER HORIZONS"
"SG Cowen",139,"SG COWEN"
"Ementor Norge AS",139,"EMENTOR NORGE AS"
"Industrial Light + M",139,"INDUSTRIAL LIGHT M"
"Vodafone Global",139,"VODAFONE GLOBAL"
"The Entrepreneur's S",139,"THE ENTREPRENEUR'S S"
"State of New Jersey",139,"STATE OF NEW JERSEY"
"IGN Entertainment",139,"IGN ENTERTAINMENT"
"ING Bank N.V.",139,"ING BANK NV"
"Nordea Investment Ma",139,"NORDEA INVESTMENT MA"
"Channel 4",139,"CHANNEL 4"
"Caspian Networks",139,"CASPIAN NETWORKS"
"MontaVista Software",139,"MONTAVISTA SOFTWARE"
"Datapoint",139,"DATAPOINT"
"Psion Teklogix",139,"PSION TEKLOGIX"
"PMC Sierra",139,"PMC SIERRA"
"Cablevision Systems",139,"CABLEVISION SYSTEMS"
"TracyLocke",139,"TRACYLOCKE"
"Rackspace",139,"RACKSPACE"
"Rubbermaid",139,"RUBBERMAID"
"RCM Technologies",139,"RCM TECHNOLOGIES"
"TCG",139,"TCG"
"Saipem",139,"SAIPEM"
"DNA",139,"DNA"
"Adaptec, Inc.",139,"ADAPTEC INC"
"Carreker Corporation",139,"CARREKER CORPORATION"
"Centrica plc",139,"CENTRICA PLC"
"Telemar Norte Leste",139,"TELEMAR NORTE LESTE"
"Yahoo Search Marketi",139,"YAHOO SEARCH MARKETI"
"Loughborough Univers",139,"LOUGHBOROUGH UNIVERS"
"Wilshire Associates",139,"WILSHIRE ASSOCIATES"
"Bang & Olufsen A/S",139,"BANG & OLUFSEN AS"
"Manufacturers Hanove",139,"MANUFACTURERS HANOVE"
"AT&T Global Network",139,"AT&T GLOBAL NETWORK"
"Elizabeth Arden",139,"ELIZABETH ARDEN"
"iGATE",139,"IGATE"
"Sagem Communication",139,"SAGEM COMMUNICATION"
"samsung",139,"SAMSUNG"
"The Hackett Group",139,"THE HACKETT GROUP"
"Scala Business Solut",139,"SCALA BUSINESS SOLUT"
"Fujitsu-Siemens Comp",139,"FUJITSU SIEMENS COMP"
"Pharmaceutical",139,"PHARMACEUTICAL"
"Littler Mendelson",140,"LITTLER MENDELSON"
"National Science Fou",140,"NATIONAL SCIENCE FOU"
"Johns Hopkins Hospit",140,"JOHNS HOPKINS HOSPIT"
"Atos origin",140,"ATOS ORIGIN"
"Sanoma Uitgevers",140,"SANOMA UITGEVERS"
"Accountemps",140,"ACCOUNTEMPS"
"Corning Cable System",140,"CORNING CABLE SYSTEM"
"Acquity Group",140,"ACQUITY GROUP"
"Disneyland Resort",140,"DISNEYLAND RESORT"
"Tandberg",140,"TANDBERG"
"TIBCO Software Inc",140,"TIBCO SOFTWARE INC"
"WebSideStory",140,"WEBSIDESTORY"
"Dreyer's Grand Ice C",140,"DREYER'S GRAND ICE C"
"Hogeschool van Amste",140,"HOGESCHOOL VAN AMSTE"
"Banamex",140,"BANAMEX"
"Bentley Systems, Inc",140,"BENTLEY SYSTEMS INC"
"American Stock Excha",140,"AMERICAN STOCK EXCHA"
"International Data G",140,"INTERNATIONAL DATA G"
"INEUMconsulting",140,"INEUMCONSULTING"
"Enigma",140,"ENIGMA"
"Fidelity National Ti",140,"FIDELITY NATIONAL TI"
"Global Sources",140,"GLOBAL SOURCES"
"Symetra Financial",140,"SYMETRA FINANCIAL"
"ADP TotalSource",140,"ADP TOTALSOURCE"
"ABB Lummus Global",140,"ABB LUMMUS GLOBAL"
"LendingTree",140,"LENDINGTREE"
"TELEMAR",140,"TELEMAR"
"Franklin Covey",140,"FRANKLIN COVEY"
"Sarcom",140,"SARCOM"
"DWP",140,"DWP"
"Supervalu",140,"SUPERVALU"
"Software Company",140,"SOFTWARE COMPANY"
"Ericsson Research Ca",140,"ERICSSON RESEARCH CA"
"Dun and Bradstreet",140,"DUN AND BRADSTREET"
"Computer 2000",140,"COMPUTER 2000"
"Provident Bank",140,"PROVIDENT BANK"
"Teradata, a division",140,"TERADATA A DIVISION"
"JT International",140,"JT INTERNATIONAL"
"Softchoice Corporati",140,"SOFTCHOICE CORPORATI"
"Transmeta Corporatio",140,"TRANSMETA CORPORATIO"
"Visto",140,"VISTO"
"ISM",140,"ISM"
"Clarica",140,"CLARICA"
"Kana",140,"KANA"
"McKinsey&Co",140,"MCKINSEY&CO"
"j2 Global Communicat",140,"J2 GLOBAL COMMUNICAT"
"Bank Handlowy w Wars",141,"BANK HANDLOWY W WARS"
"AIB",141,"AIB"
"Capital H Group",141,"CAPITAL H GROUP"
"Intuit, Inc",141,"INTUIT INC"
"eCollege",141,"ECOLLEGE"
"GMAC Commercial Mort",141,"GMAC COMMERCIAL MORT"
"Martha Stewart Livin",141,"MARTHA STEWART LIVIN"
"Save the Children",141,"SAVE THE CHILDREN"
"Credit-Suisse",141,"CREDIT SUISSE"
"Bath & Body Works",141,"BATH & BODY WORKS"
"Alexander Forbes",141,"ALEXANDER FORBES"
"Williams",141,"WILLIAMS"
"Relic Entertainment",141,"RELIC ENTERTAINMENT"
"Skatteverket",141,"SKATTEVERKET"
"Motive, Inc.",141,"MOTIVE INC"
"RPA",141,"RPA"
"National Oilwell Var",141,"NATIONAL OILWELL VAR"
"Perkins Coie LLP",141,"PERKINS COIE LLP"
"Ericsson Telecom AB",141,"ERICSSON TELECOM AB"
"Control Solutions In",141,"CONTROL SOLUTIONS IN"
"McKesson Corp",141,"MCKESSON CORP"
"City of Los Angeles",141,"CITY OF LOS ANGELES"
"CCH",141,"CCH"
"Unicible",141,"UNICIBLE"
"Mobilink",141,"MOBILINK"
"TURKCELL",141,"TURKCELL"
"ENECO Energie",141,"ENECO ENERGIE"
"Blockbuster Video",141,"BLOCKBUSTER VIDEO"
"Queensland Health",141,"QUEENSLAND HEALTH"
"Perpetual Entertainm",141,"PERPETUAL ENTERTAINM"
"The Siegfried Group",141,"THE SIEGFRIED GROUP"
"COWI A/S",141,"COWI AS"
"Foreningssparbanken",141,"FORENINGSSPARBANKEN"
"Navisite",141,"NAVISITE"
"Softlab",141,"SOFTLAB"
"Autodesk Inc.",141,"AUTODESK INC"
"Primavera Systems, I",141,"PRIMAVERA SYSTEMS I"
"Microsoft Game Studi",141,"MICROSOFT GAME STUDI"
"ConAgra",141,"CONAGRA"
"Applix",141,"APPLIX"
"Vancouver Coastal He",141,"VANCOUVER COASTAL HE"
"Northrop Grumman Spa",141,"NORTHROP GRUMMAN SPA"
"Whitehead Mann",141,"WHITEHEAD MANN"
"Huntington Bank",141,"HUNTINGTON BANK"
"FDA",141,"FDA"
"Veritude",141,"VERITUDE"
"Pace Micro Technolog",141,"PACE MICRO TECHNOLOG"
"NS",141,"NS"
"GE Power Systems",141,"GE POWER SYSTEMS"
"Partner Communicatio",141,"PARTNER COMMUNICATIO"
"Metrowerks",141,"METROWERKS"
"Inmarsat",141,"INMARSAT"
"CMP",141,"CMP"
"Datacom",141,"DATACOM"
"Pitney Bowes Managem",141,"PITNEY BOWES MANAGEM"
"neuf cegetel",141,"NEUF CEGETEL"
"Cell C",141,"CELL C"
"ubisoft",141,"UBISOFT"
"eEye Digital Securit",141,"EEYE DIGITAL SECURIT"
"Corillian",142,"CORILLIAN"
"Cypress Communicatio",142,"CYPRESS COMMUNICATIO"
"LANDesk Software",142,"LANDESK SOFTWARE"
"Citizens Communicati",142,"CITIZENS COMMUNICATI"
"Laing O'Rourke",142,"LAING O'ROURKE"
"Volvo Construction E",142,"VOLVO CONSTRUCTION E"
"Deere & Company",142,"DEERE & COMPANY"
"Engineering",142,"ENGINEERING"
"St George Bank",142,"ST GEORGE BANK"
"EPO",142,"EPO"
"FutureBrand",142,"FUTUREBRAND"
"CAI",142,"CAI"
"ASC",142,"ASC"
"Timberland",142,"TIMBERLAND"
"Kronos, Inc.",142,"KRONOS INC"
"FAST Search & Transf",142,"FAST SEARCH & TRANSF"
"National Starch & Ch",142,"NATIONAL STARCH & CH"
"Nice Systems",142,"NICE SYSTEMS"
"Holiday Inn",142,"HOLIDAY INN"
"Aarhus University",142,"AARHUS UNIVERSITY"
"Jacada",142,"JACADA"
"jpmorgan",142,"JPMORGAN"
"raytheon",142,"RAYTHEON"
"Suez",142,"SUEZ"
"Thrivent Financial f",142,"THRIVENT FINANCIAL F"
"Point B Solutions Gr",142,"POINT B SOLUTIONS GR"
"Varian",142,"VARIAN"
"University of Westmi",142,"UNIVERSITY OF WESTMI"
"GE Fanuc",142,"GE FANUC"
"Seton Hall Universit",142,"SETON HALL UNIVERSIT"
"Syniverse Technologi",142,"SYNIVERSE TECHNOLOGI"
"Metris Companies",142,"METRIS COMPANIES"
"Reed Exhibitions",142,"REED EXHIBITIONS"
"Macquarie Telecom",142,"MACQUARIE TELECOM"
"Bank of Boston",142,"BANK OF BOSTON"
"Shoppers Drug Mart",142,"SHOPPERS DRUG MART"
"Paradigm",142,"PARADIGM"
"Kirkland & Ellis",142,"KIRKLAND & ELLIS"
"Hyatt Hotels",142,"HYATT HOTELS"
"Predictive Systems",142,"PREDICTIVE SYSTEMS"
"Engage",142,"ENGAGE"
"Expedia Inc.",142,"EXPEDIA INC"
"MAS",142,"MAS"
"Macys",142,"MACYS"
"Primus",142,"PRIMUS"
"Goodrich Corporation",142,"GOODRICH CORPORATION"
"danone",142,"DANONE"
"UC Santa Cruz",143,"UC SANTA CRUZ"
"OHSU",143,"OHSU"
"Telecom Italia Mobil",143,"TELECOM ITALIA MOBIL"
"Enea",143,"ENEA"
"Gannett",143,"GANNETT"
